facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,inspection_date,hygiene_risk
FAC01345,Pune,Bus Stand,7.7,4.3,5.6,0,404,23.5,2024-10-14,Low
FAC00643,Chennai,Railway Station,7.2,2.8,4.1,4,342,12.7,2024-06-11,Low
FAC00882,Mumbai,Market,3.4,4.9,1.4,3,226,19.8,2024-10-13,Medium
FAC00146,Chennai,Bus Stand,9.4,4.3,4.5,6,120,9.1,2024-06-03,High
FAC00947,Chennai,Park,5.0,8.0,6.4,6,287,17.6,2024-09-04,High
FAC00068,Pune,Park,9.6,4.2,2.4,2,264,20.5,2024-01-01,Low
FAC01370,Pune,Park,6.2,6.0,1.6,5,399,7.0,2024-09-12,Medium
FAC00409,Mumbai,Railway Station,7.2,4.4,3.6,4,45,7.4,2024-05-11,Low
FAC01413,Chennai,Public Toilet,5.0,4.7,4.5,9,354,3.1,2024-10-25,Medium
FAC01364,Chennai,Market,5.8,2.0,3.7,4,340,15.2,2024-11-16,Low
FAC01296,Pune,Market,3.5,6.4,4.2,7,246,,2024-04-30,High
FAC00903,Delhi,Market,5.2,6.0,5.2,3,403,28.1,2024-02-01,Medium
FAC00466,Chennai,Public Toilet,7.5,2.5,3.4,0,584,11.8,2024-12-23,Low
FAC00743,Chennai,Market,7.3,4.6,5.1,2,231,7.8,2024-03-16,Low
FAC00090,Bangalore,Park,7.6,3.0,6.2,3,278,8.8,2024-12-17,Low
FAC00166,Bangalore,Market,6.6,4.2,4.6,0,309,16.1,2024-06-20,Low
FAC00876,Bangalore,Park,8.7,7.9,1.2,1,275,17.2,2024-09-24,High
FAC00381,Delhi,Market,7.8,6.5,5.5,2,309,20.3,2024-08-05,Medium
FAC00646,Chennai,Hospital,6.3,2.7,1.1,4,260,16.6,2024-01-15,Medium
FAC00177,Mumbai,Public Toilet,5.2,2.7,1.6,2,262,18.1,2024-04-24,Low
FAC00224,Pune,Railway Station,5.5,4.5,5.5,5,334,16.7,2024-06-14,Medium
FAC00950,Bangalore,Railway Station,6.5,,7.4,3,457,21.2,2024-12-26,Medium
FAC00365,Chennai,Park,6.5,5.6,2.8,0,258,20.9,2024-10-01,Low
FAC00003,Kolkata,Public Toilet,5.7,6.4,6.4,3,380,16.0,2024-08-23,Medium
FAC00762,Pune,Park,5.7,0.6,5.0,4,311,3.8,2024-08-05,Low
FAC01273,Mumbai,Public Toilet,7.4,4.6,5.1,5,445,11.1,2024-03-20,Low
FAC00238,Mumbai,Railway Station,8.8,8.3,2.8,2,209,,2024-02-04,Low
FAC00188,Bangalore,Bus Stand,6.1,6.0,6.9,0,522,15.0,2024-04-10,Medium
FAC01229,Bangalore,Railway Station,9.1,6.6,7.3,4,299,15.3,2024-08-11,Medium
FAC01152,Pune,Public Toilet,4.4,1.6,0,6,256,7.8,2024-11-06,Medium
FAC00720,Mumbai,Hospital,7.3,7.2,3.7,0,0,10.5,2024-02-15,Low
FAC00121,Chennai,Bus Stand,4.5,6.2,3.9,2,196,16.3,2024-06-07,Medium
FAC00135,Kolkata,Hospital,10,6.5,0.1,12,251,36.1,2024-07-05,Medium
FAC00987,Chennai,Park,4.6,5.7,5.7,2,260,17.7,2024-11-11,Medium
FAC00013,Delhi,Hospital,6.4,4.4,2.0,4,289,30.2,2024-12-19,Low
FAC00765,Delhi,Railway Station,4.5,1.7,3.1,3,592,21.0,2024-07-13,Medium
FAC01111,Pune,Public Toilet,4.7,7.0,2.8,4,162,14.8,2024-12-16,Medium
FAC00798,Pune,Railway Station,10,3.3,6.9,1,405,22.8,2024-12-07,Low
FAC01374,Chennai,Park,3.7,3.7,1.7,5,495,13.7,2024-04-30,Medium
FAC01407,Pune,Market,8.7,5.0,4.5,5,437,22.6,2024-12-08,Low
FAC00280,Kolkata,Market,9.0,5.4,5.4,1,620,4.6,2024-05-21,Medium
FAC01434,Bangalore,Market,4.6,7.3,4.9,1,252,29.0,2024-03-11,High
FAC00493,Bangalore,Bus Stand,6.3,7.6,7.4,2,433,11.0,2024-06-14,High
FAC00927,Kolkata,Railway Station,6.1,2.9,7.7,8,385,3.6,2024-04-09,Medium
FAC00537,Bangalore,Public Toilet,7.9,8.2,7.3,1,59,21.8,2024-09-25,Medium
FAC00330,Mumbai,Public Toilet,7.0,1.9,3.9,8,461,10.5,2024-10-09,Low
FAC00375,Bangalore,Bus Stand,6.2,7.4,5.0,1,233,0.3,2024-12-24,Medium
FAC01059,Delhi,Park,5.2,2.2,8.1,6,477,5.2,2024-03-29,Medium
FAC01384,Chennai,Market,5.3,7.6,3.5,5,236,9.8,2024-07-03,Medium
FAC00995,Chennai,Public Toilet,6.6,7.7,6.3,4,451,18.3,2024-12-11,Medium
FAC00183,Kolkata,Park,7.3,7.7,4.7,6,375,10.5,2024-08-01,Medium
FAC00120,Delhi,Hospital,8.3,1.8,6.4,4,328,9.8,2024-11-15,Low
FAC00011,Mumbai,Park,5.4,5.4,1.8,0,213,13.7,2024-09-28,Low
FAC00574,Mumbai,Public Toilet,6.0,5.0,5.2,5,304,28.4,2024-09-05,Medium
FAC00672,Bangalore,Bus Stand,6.7,5.6,5.9,5,392,24.0,2024-04-11,Medium
FAC01252,Delhi,Market,5.9,6.1,5.9,6,373,12.7,2024-08-09,Medium
FAC01147,Delhi,Public Toilet,8.4,,5.7,8,381,15.7,2024-04-29,Medium
FAC01305,Mumbai,Public Toilet,5.4,3.1,2.8,0,627,14.6,2024-06-18,Low
FAC01031,Kolkata,Market,5.5,5.1,6.1,9,638,20.7,2024-10-26,High
FAC00364,Kolkata,Park,5.0,6.1,5.1,0,506,,2024-01-04,Medium
FAC00963,Bangalore,Market,4.5,9.2,3.4,3,259,25.8,2024-11-05,High
FAC00571,Bangalore,Market,7.7,4.8,2.1,0,529,0.1,2024-04-12,Low
FAC00279,Chennai,Bus Stand,9.1,9.3,0,6,374,18.8,2024-12-15,Medium
FAC00433,Chennai,Bus Stand,5.1,5.0,6.3,6,418,0,2024-03-10,Medium
FAC00352,Delhi,Hospital,4.4,2.1,5.6,0,416,22.3,2024-12-03,Medium
FAC01392,Bangalore,Market,5.7,5.5,1.4,3,209,10.9,2024-06-15,Medium
FAC00109,Pune,Public Toilet,7.1,4.2,2.4,2,210,18.2,2024-09-18,Low
FAC00564,Pune,Railway Station,3.5,3.7,3.1,1,0,24.8,2024-04-30,Medium
FAC00840,Delhi,Hospital,4.0,7.6,6.2,6,217,8.5,2024-10-01,High
FAC00701,Bangalore,Bus Stand,6.5,5.5,5.1,0,459,10.6,2024-01-08,Low
FAC00450,Chennai,Park,5.0,6.8,6.6,5,193,11.9,2024-09-26,High
FAC00818,Pune,Bus Stand,8.6,6.5,4.1,4,276,5.4,2024-08-14,Low
FAC00130,Delhi,Bus Stand,6.1,3.6,7.1,5,358,9.4,2024-11-19,Medium
FAC00102,Delhi,Bus Stand,6.0,5.0,8.2,1,308,19.0,2024-01-04,Medium
FAC00037,Pune,Railway Station,7.6,0.5,4.3,0,270,25.5,2024-04-30,Low
FAC01177,Delhi,Park,7.1,7.9,4.5,0,166,0,2024-11-16,Low
FAC00001,Mumbai,Bus Stand,6.0,5.1,4.4,6,299,2.0,2024-01-16,Low
FAC01018,Delhi,Market,5.5,3.4,4.7,5,97,16.8,2024-03-22,Low
FAC00752,Mumbai,Bus Stand,3.7,4.0,0,2,200,22.0,2024-05-01,Medium
FAC01281,Mumbai,Park,6.7,4.9,2.9,11,400,18.7,2024-07-29,Medium
FAC00290,Chennai,Railway Station,8.6,3.9,4.4,3,315,28.5,2024-08-04,Low
FAC01184,Pune,Railway Station,4.8,6.6,6.8,4,223,15.1,2024-05-23,Low
FAC00006,Delhi,Public Toilet,5.4,4.6,4.4,2,0,30.6,2024-01-29,Low
FAC00259,Pune,Park,5.0,3.5,6.4,1,453,18.1,2024-05-07,Medium
FAC01036,Delhi,Bus Stand,6.7,6.0,3.0,5,474,10.1,2024-02-25,Low
FAC00892,Bangalore,Hospital,7.3,9.6,2.1,3,361,18.1,2024-03-12,Medium
FAC01488,Kolkata,Market,7.9,4.2,5.4,8,172,4.5,2024-10-11,Low
FAC00093,Mumbai,Railway Station,6.9,2.8,3.6,12,518,13.2,2024-03-08,Low
FAC00996,Chennai,Public Toilet,6.0,10,5.5,6,244,13.6,2024-12-01,High
FAC01493,Pune,Hospital,6.9,4.2,2.7,3,519,18.4,2024-01-08,Low
FAC00602,Pune,Park,7.6,5.6,3.0,5,80,0,2024-06-07,Low
FAC00710,Mumbai,Market,8.6,3.8,4.6,8,278,3.3,2024-01-04,Low
FAC01342,Kolkata,Hospital,1.9,4.3,6.5,4,601,15.9,2024-01-24,High
FAC00216,Chennai,Park,9.4,7.8,5.3,6,199,15.6,2024-11-01,Medium
FAC00271,Bangalore,Bus Stand,6.9,2.9,4.7,1,46,18.3,2024-02-07,Low
FAC01307,Mumbai,Hospital,7.8,5.6,5.2,5,299,1.0,2024-08-23,Low
FAC00751,Chennai,Bus Stand,4.8,10,7.3,11,254,8.9,2024-09-30,High
FAC00542,Chennai,Hospital,6.3,5.0,4.4,7,428,21.1,2024-07-03,Medium
FAC00110,Kolkata,Bus Stand,5.1,5.1,4.9,1,542,11.0,2024-03-29,Medium
FAC00921,Kolkata,Hospital,5.6,4.6,4.1,3,353,15.5,2024-01-22,Low
FAC01319,Kolkata,Hospital,7.3,6.9,3.8,5,517,8.1,2024-03-16,Medium
FAC01204,Kolkata,Bus Stand,8.0,6.8,4.1,7,268,15.4,2024-07-24,Medium
FAC01050,Chennai,Public Toilet,7.3,7.8,1.1,5,294,0,2024-11-15,Medium
FAC00685,Chennai,Market,7.0,2.1,4.2,0,356,7.3,2024-04-17,Low
FAC00978,Delhi,Hospital,8.4,3.9,7.0,2,471,11.0,2024-09-13,Low
FAC01236,Chennai,Hospital,3.4,6.3,4.3,2,283,12.5,2024-09-27,Medium
FAC01402,Pune,Market,4.5,5.1,0,0,132,14.6,2024-08-17,Medium
FAC00334,Kolkata,Bus Stand,4.2,3.4,1.9,4,144,24.9,2024-02-04,Medium
FAC00363,Kolkata,Public Toilet,4.5,5.1,7.1,4,357,28.3,2024-12-22,High
FAC00546,Chennai,Railway Station,7.4,3.3,2.0,3,323,10.1,2024-01-09,Low
FAC01443,Pune,Hospital,9.4,6.2,4.5,6,343,3.9,2024-12-28,Low
FAC01325,Delhi,Park,7.3,4.3,0.3,2,545,7.3,2024-11-25,Low
FAC00825,Delhi,Public Toilet,6.3,6.6,5.7,5,603,22.0,2024-05-12,Medium
FAC01213,Kolkata,Park,2.9,2.6,6.1,1,51,15.0,2024-12-15,Medium
FAC01247,Pune,Market,1.0,2.9,6.2,12,342,15.9,2024-03-25,High
FAC01437,Delhi,Public Toilet,8.3,7.1,5.3,2,288,16.4,2024-02-22,Medium
FAC00575,Delhi,Public Toilet,6.8,4.8,1.2,0,452,9.2,2024-03-12,Low
FAC00297,Pune,Market,4.5,4.3,5.1,4,179,6.1,2024-03-02,Medium
FAC01130,Bangalore,Market,5.4,7.2,4.4,1,341,19.1,2024-11-12,Medium
FAC01424,Chennai,Market,4.6,8.1,2.4,3,323,32.2,2024-04-08,High
FAC00198,Delhi,Public Toilet,5.3,3.2,2.0,7,381,2.2,2024-08-11,High
FAC01448,Delhi,Public Toilet,10,1.9,4.3,4,235,0,2024-12-04,Low
FAC00379,Kolkata,Public Toilet,7.8,3.7,9.3,3,298,19.6,2024-09-01,Medium
FAC01234,Kolkata,Public Toilet,7.8,,4.8,0,532,29.2,2024-05-19,Medium
FAC00789,Kolkata,Park,1.2,4.1,5.2,0,527,22.2,2024-11-20,High
FAC00608,Bangalore,Hospital,5.8,2.1,1.0,5,125,29.0,2024-11-05,Low
FAC01000,Kolkata,Railway Station,5.8,5.5,6.2,1,525,17.3,2024-01-13,Medium
FAC00283,Mumbai,Railway Station,7.9,7.6,4.4,3,430,9.4,2024-07-09,Medium
FAC01429,Bangalore,Public Toilet,7.4,6.5,2.8,5,249,20.8,2024-01-14,Low
FAC00596,Chennai,Public Toilet,5.2,5.6,3.6,4,467,8.3,2024-08-22,Medium
FAC00936,Mumbai,Hospital,5.7,5.4,2.1,3,0,13.1,2024-03-14,Low
FAC00997,Bangalore,Hospital,6.8,6.3,1.4,3,552,14.8,2024-08-05,Low
FAC00944,Delhi,Public Toilet,6.0,6.7,8.3,0,485,3.6,2024-12-29,Low
FAC00242,Delhi,Railway Station,5.7,4.4,5.7,4,506,14.7,2024-05-12,Medium
FAC00644,Kolkata,Railway Station,10,8.4,2.9,3,432,26.5,2024-01-31,Medium
FAC01478,Delhi,Railway Station,4.9,6.5,3.4,2,552,18.1,2024-03-30,Medium
FAC00688,Chennai,Hospital,7.6,1.2,2.7,2,33,27.2,2024-10-18,Medium
FAC00740,Chennai,Railway Station,9.9,6.7,5.6,7,0,28.5,2024-10-07,Medium
FAC00945,Bangalore,Hospital,5.0,6.2,2.6,6,200,7.0,2024-04-28,Medium
FAC00150,Mumbai,Railway Station,8.4,5.3,6.4,1,455,18.3,2024-01-25,Medium
FAC00286,Delhi,Public Toilet,9.0,6.7,1.6,6,114,12.4,2024-01-30,Low
FAC00755,Mumbai,Park,4.5,2.9,1.8,2,224,13.7,2024-07-13,Low
FAC01171,Delhi,Public Toilet,3.4,7.2,3.7,0,412,16.9,2024-04-26,High
FAC00012,Mumbai,Park,6.1,5.8,8.5,1,387,8.0,2024-09-05,High
FAC01134,Bangalore,Public Toilet,3.8,,1.7,3,390,14.8,2024-01-28,Low
FAC00162,Bangalore,Bus Stand,5.6,8.5,3.3,6,312,23.1,2024-12-22,High
FAC00620,Kolkata,Park,5.6,4.7,4.9,6,239,20.3,2024-12-19,High
FAC01445,Chennai,Hospital,8.0,2.1,6.5,2,0,0,2024-10-29,Low
FAC00779,Kolkata,Railway Station,6.0,6.3,7.3,4,412,8.5,2024-09-27,Medium
FAC00383,Kolkata,Park,4.6,6.2,7.8,10,490,25.7,2024-11-18,High
FAC01145,Mumbai,Hospital,6.6,5.1,7.1,7,324,19.0,2024-02-08,High
FAC01183,Delhi,Public Toilet,8.6,7.5,0.4,5,276,8.0,2024-03-19,High
FAC01070,Kolkata,Bus Stand,7.3,6.4,3.6,4,192,11.9,2024-02-12,Low
FAC01293,Delhi,Market,4.6,7.1,4.1,8,376,10.5,2024-12-05,High
FAC01363,Chennai,Bus Stand,8.2,7.9,4.9,6,506,15.0,2024-12-31,Medium
FAC00735,Kolkata,Hospital,6.9,6.0,7.5,6,564,8.9,2024-07-13,Medium
FAC00884,Kolkata,Market,6.1,5.5,6.1,0,268,14.7,2024-05-28,High
FAC00272,Pune,Bus Stand,7.2,4.6,9.1,7,463,13.0,2024-08-08,Medium
FAC00179,Pune,Public Toilet,3.5,7.1,4.9,3,340,17.6,2024-05-05,High
FAC00046,Chennai,Railway Station,4.0,3.8,6.5,5,387,10.2,2024-06-21,Medium
FAC00260,Mumbai,Railway Station,7.9,0,5.0,1,142,11.5,2024-04-02,Low
FAC00485,Delhi,Park,6.1,2.5,3.7,5,343,8.2,2024-02-13,Low
FAC01218,Bangalore,Public Toilet,8.9,3.0,3.1,6,243,0,2024-02-06,Low
FAC00048,Delhi,Park,7.5,5.0,5.8,4,487,22.5,2024-07-07,Medium
FAC00773,Bangalore,Railway Station,7.5,6.7,7.8,4,605,,2024-09-02,High
FAC00931,Delhi,Public Toilet,4.1,2.9,8.1,0,400,14.4,2024-02-21,High
FAC01167,Mumbai,Public Toilet,4.8,6.0,6.7,2,390,24.3,2024-01-09,High
FAC00159,Bangalore,Park,4.5,5.7,6.8,3,123,11.9,2024-12-20,High
FAC00929,Kolkata,Bus Stand,5.0,7.3,7.2,1,182,8.6,2024-03-05,High
FAC00744,Delhi,Hospital,5.8,4.3,6.4,4,0,17.1,2024-08-10,Medium
FAC00370,Delhi,Hospital,5.0,3.7,5.5,8,363,7.8,2024-11-10,High
FAC00879,Chennai,Market,5.5,10,5.5,7,418,16.7,2024-11-22,High
FAC01419,Mumbai,Bus Stand,7.8,1.8,3.7,3,597,20.2,2024-02-17,Low
FAC01432,Mumbai,Bus Stand,7.2,,2.4,10,498,27.8,2024-05-26,Medium
FAC00063,Pune,Bus Stand,6.8,4.8,4.8,6,374,3.7,2024-04-25,Low
FAC00746,Kolkata,Bus Stand,7.0,1.5,3.6,2,232,7.7,2024-12-08,Low
FAC00149,Delhi,Market,10,6.9,6.0,1,655,10.0,2024-04-07,Medium
FAC01259,Pune,Railway Station,5.1,2.0,3.0,6,252,26.0,2024-06-07,Medium
FAC00994,Mumbai,Hospital,6.1,2.7,5.1,8,337,6.4,2024-07-22,Medium
FAC01313,Mumbai,Park,6.7,5.9,4.4,0,447,6.0,2024-03-10,Low
FAC01353,Mumbai,Hospital,1.9,3.4,7.4,5,522,15.5,2024-08-01,High
FAC01084,Pune,Public Toilet,6.2,3.6,5.6,0,145,9.7,2024-08-09,Low
FAC00968,Chennai,Bus Stand,7.0,2.9,4.8,1,349,3.4,2024-12-08,Low
FAC00243,Kolkata,Hospital,8.6,7.9,4.1,10,325,12.1,2024-12-30,Medium
FAC01159,Mumbai,Public Toilet,5.5,3.5,5.4,5,268,26.6,2024-08-30,Medium
FAC01302,Mumbai,Hospital,6.6,5.3,7.0,5,427,20.2,2024-02-07,Medium
FAC01066,Mumbai,Bus Stand,6.4,4.3,1.9,6,0,5.1,2024-04-03,Medium
FAC01138,Chennai,Hospital,4.2,5.8,4.9,0,471,13.4,2024-01-11,Medium
FAC01143,Chennai,Hospital,3.3,8.4,4.2,4,203,3.1,2024-08-05,High
FAC00888,Delhi,Hospital,7.9,1.9,0.9,2,187,0,2024-04-04,Low
FAC01106,Mumbai,Railway Station,8.4,8.4,5.2,4,0,9.3,2024-05-29,Medium
FAC00480,Kolkata,Public Toilet,6.0,4.5,1.4,4,482,24.1,2024-08-26,Low
FAC01082,Kolkata,Public Toilet,5.7,10,5.7,0,158,7.6,2024-01-22,High
FAC00032,Mumbai,Public Toilet,5.1,3.8,7.2,3,393,12.5,2024-05-15,Medium
FAC00941,Pune,Park,6.2,4.4,4.1,4,389,1.6,2024-11-18,Low
FAC01243,Kolkata,Railway Station,8.1,7.9,4.5,4,357,23.5,2024-06-26,Medium
FAC00796,Pune,Market,5.6,7.7,5.2,2,350,13.1,2024-04-25,Medium
FAC00327,Mumbai,Park,5.5,2.1,2.0,2,555,9.6,2024-08-04,Low
FAC00830,Bangalore,Park,6.7,2.7,4.9,6,407,25.3,2024-06-03,Low
FAC01274,Chennai,Park,7.0,5.2,5.1,0,307,19.0,2024-09-30,Low
FAC01157,Mumbai,Railway Station,6.1,6.7,2.7,1,33,20.2,2024-02-24,Low
FAC01163,Kolkata,Market,5.3,6.2,5.0,0,138,,2024-07-01,Medium
FAC01095,Pune,Market,3.3,9.3,7.4,8,440,13.5,2024-09-16,High
FAC00774,Pune,Market,3.1,5.7,4.6,5,199,13.6,2024-05-06,High
FAC00289,Mumbai,Market,7.6,7.6,8.6,2,175,4.4,2024-12-15,Medium
FAC01135,Chennai,Railway Station,4.7,9.4,4.9,5,390,28.9,2024-08-16,High
FAC00603,Bangalore,Park,8.2,7.6,5.8,0,0,15.1,2024-08-04,Medium
FAC00415,Delhi,Railway Station,6.7,0.9,4.5,11,167,16.6,2024-09-22,Low
FAC01123,Chennai,Public Toilet,6.8,5.0,0.9,8,205,13.8,2024-01-13,Low
FAC00860,Pune,Hospital,4.1,5.7,3.9,9,250,14.4,2024-05-04,Medium
FAC00881,Mumbai,Bus Stand,6.3,7.5,5.2,6,212,31.5,2024-08-11,Medium
FAC00399,Chennai,Public Toilet,6.7,3.7,7.5,0,579,18.8,2024-05-08,Medium
FAC01151,Chennai,Public Toilet,6.3,5.6,7.1,1,301,18.7,2024-11-13,Medium
FAC00753,Bangalore,Railway Station,8.7,8.5,4.8,5,117,10.6,2024-10-08,Medium
FAC00031,Bangalore,Railway Station,6.9,9.0,2.9,4,352,8.5,2024-02-05,Low
FAC01260,Bangalore,Railway Station,6.8,7.6,4.4,3,624,19.9,2024-02-07,Medium
FAC01071,Kolkata,Park,2.7,8.3,6.0,3,380,9.2,2024-03-18,High
FAC00086,Kolkata,Public Toilet,6.3,4.0,3.2,0,72,23.3,2024-05-15,Low
FAC00962,Bangalore,Park,4.7,3.7,7.3,8,301,14.5,2024-12-12,High
FAC01267,Chennai,Market,7.0,,4.1,0,59,10.8,2024-02-02,Medium
FAC01438,Delhi,Public Toilet,5.0,5.7,5.2,4,423,8.5,2024-07-24,Medium
FAC01212,Bangalore,Park,7.0,5.7,5.5,2,223,8.0,2024-06-23,Low
FAC01258,Pune,Bus Stand,8.7,6.5,4.4,8,297,10.6,2024-06-22,Medium
FAC00817,Bangalore,Bus Stand,6.6,5.6,4.8,1,512,3.4,2024-03-27,Low
FAC00206,Chennai,Railway Station,5.1,5.6,3.1,5,298,2.7,2024-05-23,Medium
FAC00664,Pune,Park,4.7,4.0,5.2,4,615,19.0,2024-11-02,Medium
FAC01110,Chennai,Market,4.2,4.3,2.5,6,362,20.7,2024-08-06,Medium
FAC00916,Chennai,Market,7.2,0.9,4.7,0,0,7.5,2024-09-30,Low
FAC00004,Bangalore,Public Toilet,8.1,5.1,0.9,2,85,3.2,2024-04-26,Low
FAC00578,Bangalore,Market,6.7,4.9,1.4,3,472,20.5,2024-03-15,Low
FAC00461,Bangalore,Market,5.8,4.4,4.2,0,275,4.5,2024-02-14,Low
FAC00185,Mumbai,Bus Stand,5.9,5.1,8.0,6,116,7.8,2024-06-04,Medium
FAC00178,Mumbai,Hospital,8.4,5.1,4.2,0,236,18.0,2024-02-27,Low
FAC00613,Pune,Park,3.0,3.8,4.9,4,147,4.8,2024-11-01,Medium
FAC00760,Bangalore,Market,5.1,3.9,5.1,0,165,18.3,2024-05-26,Low
FAC00805,Delhi,Public Toilet,6.0,5.7,6.6,3,249,2.8,2024-07-06,High
FAC01326,Pune,Public Toilet,8.4,4.7,6.9,2,124,23.4,2024-03-20,Medium
FAC00027,Delhi,Park,5.8,6.3,5.8,3,86,18.5,2024-12-19,Medium
FAC00152,Kolkata,Public Toilet,4.3,6.9,5.5,7,489,18.2,2024-12-14,High
FAC00189,Chennai,Bus Stand,3.7,8.0,1.5,4,270,8.3,2024-09-08,High
FAC00551,Mumbai,Hospital,6.4,8.0,6.8,6,431,14.5,2024-10-02,High
FAC00865,Delhi,Railway Station,5.5,6.5,2.8,5,233,21.5,2024-08-04,Medium
FAC00799,Delhi,Hospital,5.2,4.2,5.8,2,166,14.0,2024-01-02,Medium
FAC01369,Chennai,Railway Station,6.2,6.0,8.7,2,280,18.0,2024-02-18,High
FAC00887,Chennai,Bus Stand,5.5,4.8,5.8,5,21,16.5,2024-07-26,Medium
FAC00893,Kolkata,Railway Station,5.7,7.3,7.2,1,190,20.3,2024-12-03,High
FAC00095,Chennai,Market,8.0,6.9,5.2,3,386,0,2024-02-01,Medium
FAC01412,Delhi,Public Toilet,4.8,4.8,2.5,5,159,3.7,2024-05-28,Medium
FAC00041,Kolkata,Market,7.9,4.1,6.5,2,491,27.4,2024-05-21,Low
FAC00679,Delhi,Public Toilet,7.9,4.1,4.7,6,181,17.5,2024-02-13,Low
FAC00153,Mumbai,Public Toilet,6.9,6.1,0.3,10,177,11.3,2024-01-21,Medium
FAC00897,Delhi,Public Toilet,8.1,7.5,3.3,3,79,14.7,2024-09-27,Low
FAC00777,Bangalore,Public Toilet,6.7,7.5,6.7,5,393,15.2,2024-05-06,High
FAC01205,Chennai,Public Toilet,9.5,3.1,5.5,5,106,8.9,2024-05-14,Low
FAC00675,Mumbai,Park,7.3,5.8,7.9,1,375,21.3,2024-05-05,Medium
FAC00572,Bangalore,Railway Station,7.0,6.3,3.9,1,191,16.8,2024-07-30,Low
FAC00758,Kolkata,Park,4.9,7.5,4.3,6,360,15.5,2024-12-13,High
FAC01461,Chennai,Park,6.5,1.7,2.4,6,453,20.7,2024-09-30,Low
FAC00374,Chennai,Public Toilet,4.6,0.5,1.3,2,339,0,2024-01-15,Low
FAC00828,Kolkata,Hospital,7.7,2.5,9.1,4,492,10.2,2024-05-14,Medium
FAC00937,Chennai,Bus Stand,8.6,3.2,3.1,5,421,9.2,2024-09-06,Low
FAC00035,Kolkata,Park,8.1,4.0,3.7,1,253,4.4,2024-03-30,Low
FAC00407,Kolkata,Market,9.0,5.4,3.6,5,633,15.9,2024-12-03,Low
FAC00008,Chennai,Public Toilet,6.2,6.9,3.1,3,25,5.3,2024-09-17,Low
FAC00072,Bangalore,Hospital,8.3,4.3,7.6,0,273,27.9,2024-01-02,Medium
FAC00201,Kolkata,Park,6.2,3.7,4.8,4,265,21.1,2024-08-17,Low
FAC01386,Pune,Park,7.3,7.6,2.6,4,510,25.6,2024-03-09,Medium
FAC00648,Chennai,Public Toilet,7.6,3.5,4.8,2,226,12.8,2024-10-11,Low
FAC01206,Mumbai,Park,9.0,4.9,3.7,3,424,15.3,2024-07-09,Low
FAC00837,Pune,Market,10,3.8,4.9,12,401,24.8,2024-03-06,Medium
FAC00634,Pune,Market,8.0,3.9,2.7,4,109,12.2,2024-09-12,Low
FAC00645,Delhi,Bus Stand,7.6,8.3,4.3,5,531,27.2,2024-01-27,Medium
FAC00400,Delhi,Market,8.6,7.8,4.6,9,74,18.6,2024-12-06,Medium
FAC00284,Bangalore,Railway Station,7.0,3.9,4.1,7,295,10.6,2024-08-14,Low
FAC01481,Delhi,Bus Stand,6.5,5.4,6.7,1,485,20.7,2024-10-13,Medium
FAC01128,Kolkata,Bus Stand,5.5,4.5,10,1,433,8.8,2024-12-29,Medium
FAC00863,Pune,Public Toilet,4.7,6.8,3.6,2,271,15.8,2024-10-22,Medium
FAC00566,Delhi,Railway Station,6.0,8.5,0,0,205,19.5,2024-12-11,Medium
FAC00989,Delhi,Park,3.4,7.0,6.6,3,508,15.7,2024-09-25,High
FAC00098,Pune,Market,2.7,7.2,1.2,6,111,21.7,2024-03-19,High
FAC01046,Chennai,Market,4.2,,3.0,7,285,8.1,2024-07-29,Medium
FAC01208,Delhi,Public Toilet,4.2,5.8,6.3,5,186,6.6,2024-09-18,High
FAC00175,Chennai,Public Toilet,7.7,5.6,6.1,4,470,17.7,2024-02-05,Medium
FAC01314,Bangalore,Park,8.0,9.1,5.1,1,620,19.0,2024-02-12,Medium
FAC00500,Pune,Railway Station,8.6,6.8,4.5,2,409,26.0,2024-10-03,Medium
FAC01331,Bangalore,Hospital,8.6,4.8,5.0,3,331,17.8,2024-05-21,Low
FAC00654,Bangalore,Bus Stand,5.5,3.8,6.1,0,257,,2024-08-24,Medium
FAC00593,Delhi,Market,6.2,7.8,8.5,1,414,19.2,2024-01-23,High
FAC01133,Chennai,Railway Station,5.8,8.7,3.5,3,92,22.1,2024-03-07,Medium
FAC00482,Mumbai,Hospital,6.0,5.3,0.2,5,191,10.8,2024-03-26,Low
FAC01484,Kolkata,Bus Stand,4.9,7.6,2.0,7,514,17.0,2024-05-15,High
FAC00127,Pune,Bus Stand,8.2,,5.2,0,586,25.1,2024-05-03,Medium
FAC00592,Kolkata,Bus Stand,5.4,1.9,7.1,4,0,29.0,2024-01-22,Medium
FAC00191,Kolkata,Market,6.5,3.3,5.4,2,314,13.0,2024-12-07,Low
FAC00786,Bangalore,Public Toilet,5.9,6.9,5.7,5,190,12.6,2024-03-09,Medium
FAC00764,Chennai,Bus Stand,5.4,2.2,4.7,8,603,9.5,2024-11-06,Medium
FAC00388,Kolkata,Market,6.5,7.1,4.2,6,241,9.0,2024-10-27,Medium
FAC00606,Bangalore,Park,4.1,4.3,6.8,2,155,13.4,2024-06-30,Medium
FAC00172,Pune,Railway Station,9.0,3.6,5.9,0,337,2.0,2024-09-27,Low
